,facebook,FB
,google,GOOG
sz372,microsoft,MSFT
jianqin,google,GOOG
jianqin,facebook,FB
jianqin,microsoft,MSFT
jianqin,apple,AAPL
jianqin,yahoo,YHOO
jianqin,sony,SNE
jianqin,tesla,TSLA
haha,facebook,FB
haha,google,GOOG
jianqin,alibaba,BABA
jianqin,amazon,AMZN
